# chimera	E	m
13212312	52	82
13212313	52	67
13212321	55	83
13212322	55	88
13212323	55	73
13212331	48	68
13212332	48	73
13212333	48	58
13213111	44	30
13213112	44	43
13213113	44	40
13213121	51	44
13213122	51	57
13213123	51	54
13213131	46	39
13213132	46	52
13213133	46	49
13213211	62	75
13213212	62	62
13213213	62	77
13213221	51	61
13213222	51	48
13213223	51	63
13213231	60	76
13213232	60	63
13213233	60	78
13213311	35	63
13213312	35	68
13213313	35	53
13213321	38	69
13213322	38	74
13213323	38	59
13213331	31	54
13213332	31	59
13213333	31	44
13221111	48	35
13221112	48	48
13221113	48	45
13221121	55	49
13221122	55	62
13221123	55	59
13221131	50	44
13221132	50	57
13221133	50	54
13221211	58	62
13221212	58	49
13221213	58	64
13221221	47	48
13221222	47	35
13221223	47	50
13221231	56	63
13221232	56	50
13221233	56	65
13221311	46	74
13221312	46	79
13221313	46	64
13221321	49	80
13221322	49	85
13221323	49	70
13221331	42	65
13221332	42	70
13221333	42	55
13222111	50	49
13222112	50	62
13222113	50	59
13222121	57	63
13222122	57	76
13222123	57	73
13222131	52	58
13222132	52	71
13222133	52	68
13222211	36	48
13222212	36	35
13222213	36	50
13222221	25	34
13222222	25	21
13222223	25	36
13222231	34	49
13222232	34	36
13222233	34	51
13222311	38	80
13222312	38	85
13222313	38	70
13222321	41	86
13222322	41	91
13222323	41	76
13222331	34	71
13222332	34	76
13222333	34	61
13223111	60	43
13223112	60	56
13223113	60	53
13223121	67	57
13223122	67	70
13223123	67	67
13223131	62	52
13223132	62	65
13223133	62	62
13223211	62	62
13223212	62	49
13223213	62	64
13223221	51	48
13223222	51	35
13223223	51	50
13223231	60	63
13223232	60	50
13223233	60	65
13223311	44	66
13223312	44	71
13223313	44	56
13223321	47	72
13223322	47	77
13223323	47	62
13223331	40	57
13223332	40	62
13223333	40	47
13231111	31	32
13231112	31	45
13231113	31	42
13231121	38	46
13231122	38	59
13231123	38	56
13231131	33	41
13231132	33	54
13231133	33	51
13231211	52	75
13231212	52	62
13231213	52	77
13231221	41	61
13231222	41	48
13231223	41	63
13231231	50	76
13231232	50	63
13231233	50	78
13231311	30	61
13231312	30	66
13231313	30	51
13231321	33	67
13231322	33	72
13231323	33	57
13231331	26	52
13231332	26	57
13231333	26	42
13232111	55	46
13232112	55	59
13232113	55	56
13232121	62	60
13232122	62	73
13232123	62	70
13232131	57	55
13232132	57	68
13232133	57	65
13232211	52	61
13232212	52	48
13232213	52	63
13232221	41	47
13232222	41	34
13232223	41	49
13232231	50	62
13232232	50	49
13232233	50	64
13232311	44	67
13232312	44	72
13232313	44	57
13232321	47	73
13232322	47	78
13232323	47	63
13232331	40	58
13232332	40	63
13232333	40	48
13233111	38	40
13233112	38	53
13233113	38	50
13233121	45	54
13233122	45	67
13233123	45	64
13233131	40	49
13233132	40	62
13233133	40	59
13233211	51	75
13233212	51	62
13233213	51	77
13233221	40	61
13233222	40	48
13233223	40	63
13233231	49	76
13233232	49	63
13233233	49	78
13233311	23	53
13233312	23	58
13233313	23	43
13233321	26	59
13233322	26	64
13233323	26	49
13233331	19	44
13233332	19	49
13233333	19	34
13311111	23	16
13311112	23	29
13311113	23	26
13311121	32	30
13311122	32	43
13311123	32	40
13311131	23	25
13311132	23	38
13311133	23	35
13311211	55	89
13311212	55	76
13311213	55	91
13311221	46	75
13311222	46	62
13311223	46	77
13311231	51	90
13311232	51	77
13311233	51	92
13311311	26	57
13311312	26	62
13311313	26	47
13311321	31	63
13311322	31	68
13311323	31	53
13311331	20	48
13311332	20	53
13311333	20	38
13312111	49	30
13312112	49	43
13312113	49	40
13312121	58	44
13312122	58	57
13312123	58	54
13312131	49	39
13312132	49	52
13312133	49	49
13312211	57	75
13312212	57	62
13312213	57	77
13312221	48	61
13312222	48	48
13312223	48	63
13312231	53	76
13312232	53	63
13312233	53	78
13312311	42	63
13312312	42	68
13312313	42	53
13312321	47	69
13312322	47	74
13312323	47	59
13312331	36	54
13312332	36	59
13312333	36	44
13313111	36	24
13313112	36	37
13313113	36	34
13313121	45	38
13313122	45	51
13313123	45	48
13313131	36	33
13313132	36	46
13313133	36	43
13313211	60	89
13313212	60	76
13313213	60	91
13313221	51	75
13313222	51	62
13313223	51	77
13313231	56	90
13313232	56	77
13313233	56	92
13313311	25	49
13313312	25	54
13313313	25	39
13313321	30	55
13313322	30	60
13313323	30	45
13313331	19	40
13313332	19	45
13313333	19	30
13321111	44	29
13321112	44	42
13321113	44	39
13321121	53	43
13321122	53	56
13321123	53	53
13321131	44	38
13321132	44	51
13321133	44	48
13321211	60	76
13321212	60	63
13321213	60	78
13321221	51	62
13321222	51	49
13321223	51	64
13321231	56	77
13321232	56	64
13321233	56	79
13321311	40	60
13321312	40	65
13321313	40	50
13321321	45	66
13321322	45	71
13321323	45	56
13321331	34	51
13321332	34	56
13321333	34	41
13322111	46	43
13322112	46	56
13322113	46	53
13322121	55	57
13322122	55	70
13322123	55	67
13322131	46	52
13322132	46	65
13322133	46	62
13322211	38	62
13322212	38	49
13322213	38	64
13322221	29	48
13322222	29	35
13322223	29	50
13322231	34	63
13322232	34	50
13322233	34	65
13322311	32	66
13322312	32	71
13322313	32	56
13322321	37	72
13322322	37	77
13322323	37	62
13322331	26	57
13322332	26	62
13322333	26	47
13323111	56	37
13323112	56	50
13323113	56	47
13323121	65	51
13323122	65	64
13323123	65	61
13323131	56	46
13323132	56	59
13323133	56	56
13323211	64	76
13323212	64	63
13323213	64	78
13323221	55	62
13323222	55	49
13323223	55	64
13323231	60	77
13323232	60	64
13323233	60	79
13323311	38	52
13323312	38	57
13323313	38	42
13323321	43	58
13323322	43	63
13323323	43	48
13323331	32	43
13323332	32	48
13323333	32	33
13331111	23	26
13331112	23	39
13331113	23	36
13331121	32	40
13331122	32	53
13331123	32	50
13331131	23	35
13331132	23	48
13331133	23	45
13331211	50	89
13331212	50	76
13331213	50	91
13331221	41	75
13331222	41	62
13331223	41	77
13331231	46	90
13331232	46	77
13331233	46	92
13331311	20	47
13331312	20	52
13331313	20	37
13331321	25	53
13331322	25	58
13331323	25	43
13331331	14	38
13331332	14	43
13331333	14	28
13332111	47	40
13332112	47	53
13332113	47	50
13332121	56	54
13332122	56	67
13332123	56	64
13332131	47	49
13332132	47	62
13332133	47	59
13332211	50	75
13332212	50	62
13332213	50	77
13332221	41	61
13332222	41	48
13332223	41	63
13332231	46	76
13332232	46	63
13332233	46	78
13332311	34	53
13332312	34	58
13332313	34	43
13332321	39	59
13332322	39	64
13332323	39	49
13332331	28	44
13332332	28	49
13332333	28	34
13333111	30	34
13333112	30	47
13333113	30	44
13333121	39	48
13333122	39	61
13333123	39	58
13333131	30	43
13333132	30	56
13333133	30	53
13333211	49	89
13333212	49	76
13333213	49	91
13333221	40	75
13333222	40	62
13333223	40	77
13333231	45	90
13333232	45	77
13333233	45	92
13333311	13	39
13333312	13	44
13333313	13	29
13333321	18	45
13333322	18	50
13333323	18	35
13333331	7	30
13333332	7	35
13333333	7	20
21111111	5	7
21111112	5	20
21111113	5	17
21111121	17	21
21111122	17	34
21111123	17	31
21111131	11	16
21111132	11	29
21111133	11	26
21111211	43	81
21111212	43	68
21111213	43	83
21111221	37	67
21111222	37	54
21111223	37	69
21111231	45	82
21111232	45	69
21111233	45	84
21111311	27	74
21111312	27	79
21111313	27	64
21111321	35	80
21111322	35	85
21111323	35	70
21111331	27	65
21111332	27	70
21111333	27	55
21112111	31	21
21112112	31	34
21112113	31	31
21112121	43	35
21112122	43	48
21112123	43	45
21112131	37	30
21112132	37	43
21112133	37	40
21112211	45	67
21112212	45	54
21112213	45	69
21112221	39	53
21112222	39	40
21112223	39	55
21112231	47	68
21112232	47	55
21112233	47	70
21112311	43	80
21112312	43	85
21112313	43	70
21112321	51	86
21112322	51	91
21112323	51	76
21112331	43	71
21112332	43	76
21112333	43	61
21113111	18	15
21113112	18	28
21113113	18	25
21113121	30	29
21113122	30	42
21113123	30	39
21113131	24	24
21113132	24	37
21113133	24	34
21113211	48	81
21113212	48	68
21113213	48	83
21113221	42	67
21113222	42	54
21113223	42	69
21113231	50	82
21113232	50	69
21113233	50	84
21113311	26	66
21113312	26	71
21113313	26	56
21113321	34	72
21113322	34	77
21113323	34	62
21113331	26	57
21113332	26	62
21113333	26	47
21121111	37	20
21121112	37	33
21121113	37	30
21121121	49	34
21121122	49	47
21121123	49	44
21121131	43	29
21121132	43	42
21121133	43	39
21121211	59	68
21121212	59	55
21121213	59	70
21121221	53	54
21121222	53	41
21121223	53	56
21121231	61	69
21121232	61	56
21121233	61	71
21121311	52	77
21121312	52	82
21121313	52	67
21121321	60	83
21121322	60	88
21121323	60	73
21121331	52	68
21121332	52	73
21121333	52	58
21122111	39	34
21122112	39	47
21122113	39	44
21122121	51	48
21122122	51	61
21122123	51	58
21122131	45	43
21122132	45	56
21122133	45	53
21122211	37	54
21122212	37	41
21122213	37	56
21122221	31	40
21122222	31	27
21122223	31	42
21122231	39	55
21122232	39	42
21122233	39	57
21122311	44	83
21122312	44	88
21122313	44	73
21122321	52	89
21122322	52	94
21122323	52	79
21122331	44	74
21122332	44	79
21122333	44	64
21123111	49	28
21123112	49	41
21123113	49	38
21123121	61	42
21123122	61	55
21123123	61	52
21123131	55	37
21123132	55	50
21123133	55	47
21123211	63	68
21123212	63	55
21123213	63	70
21123221	57	54
21123222	57	41
21123223	57	56
21123231	65	69
21123232	65	56
21123233	65	71
21123311	50	69
21123312	50	74
21123313	50	59
21123321	58	75
21123322	58	80
21123323	58	65
21123331	50	60
21123332	50	65
21123333	50	50
21131111	23	17
21131112	23	30
21131113	23	27
21131121	35	31
21131122	35	44
21131123	35	41
21131131	29	26
21131132	29	39
21131133	29	36
21131211	56	81
21131212	56	68
21131213	56	83
21131221	50	67
21131222	50	54
21131223	50	69
21131231	58	82
21131232	58	69
21131233	58	84
21131311	39	64
21131312	39	69
21131313	39	54
21131321	47	70
21131322	47	75
21131323	47	60
21131331	39	55
21131332	39	60
21131333	39	45
21132111	47	31
21132112	47	44
21132113	47	41
21132121	59	45
21132122	59	58
21132123	59	55
21132131	53	40
21132132	53	53
21132133	53	50
21132211	56	67
21132212	56	54
21132213	56	69
21132221	50	53
21132222	50	40
21132223	50	55
21132231	58	68
21132232	58	55
21132233	58	70
21132311	53	70
21132312	53	75
21132313	53	60
21132321	61	76
21132322	61	81
21132323	61	66
21132331	53	61
21132332	53	66
21132333	53	51
21133111	30	25
21133112	30	38
21133113	30	35
21133121	42	39
21133122	42	52
21133123	42	49
21133131	36	34
21133132	36	47
21133133	36	44
21133211	55	81
21133212	55	68
21133213	55	83
21133221	49	67
21133222	49	54
21133223	49	69
21133231	57	82
21133232	57	69
21133233	57	84
21133311	32	56
21133312	32	61
21133313	32	46
21133321	40	62
21133322	40	67
21133323	40	52
21133331	32	47
21133332	32	52
21133333	32	37
21211111	21	21
21211112	21	34
21211113	21	31
21211121	29	35
21211122	29	48
21211123	29	45
21211131	25	30
21211132	25	43
21211133	25	40
21211211	47	67
21211212	47	54
21211213	47	69
21211221	37	53
21211222	37	40
21211223	37	55
21211231	47	68
21211232	47	55
21211233	47	70
21211311	37	80
21211312	37	85
21211313	37	70
21211321	41	86
21211322	41	91
21211323	41	76
21211331	35	71
21211332	35	76
21211333	35	61
21212111	47	35
21212112	47	48
21212113	47	45
21212121	55	49
21212122	55	62
21212123	55	59
21212131	51	44
21212132	51	57
21212133	51	54
21212211	49	53
21212212	49	40
21212213	49	55
21212221	39	39
21212222	39	26
21212223	39	41
21212231	49	54
21212232	49	41
21212233	49	56
21212311	53	86
21212312	53	91
21212313	53	76
21212321	57	92
21212322	57	97
21212323	57	82
21212331	51	77
21212332	51	82
21212333	51	67
21213111	34	29
21213112	34	42
21213113	34	39
21213121	42	43
21213122	42	56
21213123	42	53
21213131	38	38
21213132	38	51
21213133	38	48
21213211	52	67
21213212	52	54
21213213	52	69
21213221	42	53
21213222	42	40
21213223	42	55
21213231	52	68
21213232	52	55
21213233	52	70
21213311	36	72
21213312	36	77
21213313	36	62
21213321	40	78
21213322	40	83
21213323	40	68
21213331	34	63
21213332	34	68
21213333	34	53
21221111	45	34
21221112	45	47
21221113	45	44
21221121	53	48
21221122	53	61
21221123	53	58
21221131	49	43
21221132	49	56
21221133	49	53
21221211	55	54
21221212	55	41
21221213	55	56
21221221	45	40
21221222	45	27
21221223	45	42
21221231	55	55
21221232	55	42
21221233	55	57
21221311	54	83
21221312	54	88
21221313	54	73
21221321	58	89
21221322	58	94
21221323	58	79
21221331	52	74
21221332	52	79
21221333	52	64
21222111	47	48
21222112	47	61
21222113	47	58
21222121	55	62
21222122	55	75
21222123	55	72
21222131	51	57
21222132	51	70
21222133	51	67
21222211	33	40
21222212	33	27
21222213	33	42
21222221	23	26
21222222	23	13
21222223	23	28
21222231	33	41
21222232	33	28
21222233	33	43
21222311	46	89
21222312	46	94
21222313	46	79
21222321	50	95
21222322	50	100
21222323	50	85
21222331	44	80
21222332	44	85
21222333	44	70
21223111	57	42
21223112	57	55
21223113	57	52
21223121	65	56
21223122	65	69
21223123	65	66
21223131	61	51
21223132	61	64
21223133	61	61
21223211	59	54
21223212	59	41
21223213	59	56
21223221	49	40
21223222	49	27
21223223	49	42
21223231	59	55
21223232	59	42
21223233	59	57
21223311	52	75
21223312	52	80
21223313	52	65
21223321	56	81
21223322	56	86
21223323	56	71
21223331	50	66
21223332	50	71
21223333	50	56
21231111	35	31
21231112	35	44
21231113	35	41
21231121	43	45
21231122	43	58
21231123	43	55
21231131	39	40
21231132	39	53
21231133	39	50
21231211	56	67
21231212	56	54
21231213	56	69
21231221	46	53
21231222	46	40
21231223	46	55
21231231	56	68
21231232	56	55
21231233	56	70
21231311	45	70
21231312	45	75
21231313	45	60
21231321	49	76
21231322	49	81
21231323	49	66
21231331	43	61
21231332	43	66
21231333	43	51
21232111	59	45
21232112	59	58
21232113	59	55
21232121	67	59
21232122	67	72
21232123	67	69
21232131	63	54
21232132	63	67
21232133	63	64
21232211	56	53
21232212	56	40
21232213	56	55
21232221	46	39
21232222	46	26
21232223	46	41
21232231	56	54
21232232	56	41
21232233	56	56
21232311	59	76
21232312	59	81
21232313	59	66
21232321	63	82
21232322	63	87
21232323	63	72
21232331	57	67
21232332	57	72
21232333	57	57
21233111	42	39
21233112	42	52
21233113	42	49
21233121	50	53
21233122	50	66
21233123	50	63
21233131	46	48
21233132	46	61
21233133	46	58
21233211	55	67
21233212	55	54
21233213	55	69
21233221	45	53
21233222	45	40
21233223	45	55
21233231	55	68
21233232	55	55
21233233	55	70
21233311	38	62
21233312	38	67
21233313	38	52
21233321	42	68
21233322	42	73
21233323	42	58
21233331	36	53
21233332	36	58
21233333	36	43
21311111	14	15
21311112	14	28
21311113	14	25
21311121	24	29
21311122	24	42
21311123	24	39
21311131	16	24
21311132	16	37
21311133	16	34
21311211	46	81
21311212	46	68
21311213	46	83
21311221	38	67
21311222	38	54
21311223	38	69
21311231	44	82
21311232	44	69
21311233	44	84
21311311	28	66
21311312	28	71
21311313	28	56
21311321	34	72
21311322	34	77
21311323	34	62
21311331	24	57
21311332	24	62
21311333	24	47
21312111	40	29
21312112	40	42
21312113	40	39
21312121	50	43
21312122	50	56
21312123	50	53
21312131	42	38
21312132	42	51
21312133	42	48
21312211	48	67
21312212	48	54
21312213	48	69
21312221	40	53
21312222	40	40
21312223	40	55
21312231	46	68
21312232	46	55
21312233	46	70
21312311	44	72
21312312	44	77
21312313	44	62
21312321	50	78
21312322	50	83
21312323	50	68
21312331	40	63
21312332	40	68
21312333	40	53
21313111	27	23
21313112	27	36
21313113	27	33
21313121	37	37
21313122	37	50
21313123	37	47
21313131	29	32
21313132	29	45
21313133	29	42
21313211	51	81
21313212	51	68
21313213	51	83
21313221	43	67
21313222	43	54
21313223	43	69
21313231	49	82
21313232	49	69
21313233	49	84
21313311	27	58
21313312	27	63
21313313	27	48
21313321	33	64
21313322	33	69
21313323	33	54
21313331	23	49
21313332	23	54
21313333	23	39
21321111	42	28
21321112	42	41
21321113	42	38
21321121	52	42
21321122	52	55
21321123	52	52
21321131	44	37
21321132	44	50
21321133	44	47
21321211	58	68
21321212	58	55
21321213	58	70
21321221	50	54
21321222	50	41
21321223	50	56
21321231	56	69
21321232	56	56
21321233	56	71
21321311	49	69
21321312	49	74
21321313	49	59
21321321	55	75
21321322	55	80
21321323	55	65
21321331	45	60
21321332	45	65
21321333	45	50
21322111	44	42
21322112	44	55
21322113	44	52
21322121	54	56
21322122	54	69
21322123	54	66
21322131	46	51
21322132	46	64
21322133	46	61
21322211	36	54
21322212	36	41
21322213	36	56
21322221	28	40
21322222	28	27
21322223	28	42
21322231	34	55
21322232	34	42
21322233	34	57
21322311	41	75
21322312	41	80
21322313	41	65
21322321	47	81
21322322	47	86
21322323	47	71
21322331	37	66
21322332	37	71
21322333	37	56
21323111	54	36
21323112	54	49
21323113	54	46
21323121	64	50
21323122	64	63
21323123	64	60
21323131	56	45
21323132	56	58
21323133	56	55
21323211	62	68
21323212	62	55
21323213	62	70
21323221	54	54
21323222	54	41
21323223	54	56
21323231	60	69
21323232	60	56
21323233	60	71
21323311	47	61
21323312	47	66
21323313	47	51
21323321	53	67
21323322	53	72
21323323	53	57
21323331	43	52
21323332	43	57
21323333	43	42
21331111	28	25
21331112	28	38
21331113	28	35
21331121	38	39
21331122	38	52
21331123	38	49
21331131	30	34
21331132	30	47
21331133	30	44
21331211	55	81
21331212	55	68
21331213	55	83
21331221	47	67
21331222	47	54
21331223	47	69
21331231	53	82
21331232	53	69
21331233	53	84
21331311	36	56
21331312	36	61
21331313	36	46
21331321	42	62
21331322	42	67
21331323	42	52
21331331	32	47
21331332	32	52
21331333	32	37
21332111	52	39
21332112	52	52
21332113	52	49
21332121	62	53
21332122	62	66
21332123	62	63
21332131	54	48
21332132	54	61
21332133	54	58
21332211	55	67
21332212	55	54
21332213	55	69
21332221	47	53
21332222	47	40
21332223	47	55
21332231	53	68
21332232	53	55
21332233	53	70
21332311	50	62
21332312	50	67
21332313	50	52
21332321	56	68
21332322	56	73
21332323	56	58
21332331	46	53
21332332	46	58
21332333	46	43
21333111	35	33
21333112	35	46
21333113	35	43
21333121	45	47
21333122	45	60
21333123	45	57
21333131	37	42
21333132	37	55
21333133	37	52
21333211	54	81
21333212	54	68
21333213	54	83
21333221	46	67
21333222	46	54
21333223	46	69
21333231	52	82
21333232	52	69
21333233	52	84
21333311	29	48
21333312	29	53
21333313	29	38
21333321	35	54
21333322	35	59
21333323	35	44
21333331	25	39
21333332	25	44
21333333	25	29
22111111	23	20
22111112	23	33
22111113	23	30
22111121	33	34
22111122	33	47
22111123	33	44
22111131	28	29
22111132	28	42
22111133	28	39
22111211	45	68
22111212	45	55
22111213	45	70
22111221	37	54
22111222	37	41
22111223	37	56
22111231	46	69
22111232	46	56
22111233	46	71
22111311	39	80
22111312	39	85
22111313	39	70
22111321	45	86
22111322	45	91
22111323	45	76
22111331	38	71
22111332	38	76
22111333	38	61
22112111	49	34
22112112	49	47
22112113	49	44
22112121	59	48
22112122	59	61
22112123	59	58
22112131	54	43
22112132	54	56
22112133	54	53
22112211	47	54
22112212	47	41
22112213	47	56
22112221	39	40
22112222	39	27
22112223	39	42
22112231	48	55
22112232	48	42
22112233	48	57
22112311	55	86
22112312	55	91
22112313	55	76
22112321	61	92
22112322	61	97
22112323	61	82
22112331	54	77
22112332	54	82
22112333	54	67
22113111	36	28
22113112	36	41
22113113	36	38
22113121	46	42
22113122	46	55
22113123	46	52
22113131	41	37
22113132	41	50
22113133	41	47
22113211	50	68
22113212	50	55
22113213	50	70
22113221	42	54
22113222	42	41
22113223	42	56
22113231	51	69
22113232	51	56
22113233	51	71
22113311	38	72
22113312	38	77
22113313	38	62
22113321	44	78
22113322	44	83
22113323	44	68
22113331	37	63
22113332	37	68
22113333	37	53
22121111	40	33
22121112	40	46
22121113	40	43
22121121	50	47
22121122	50	60
22121123	50	57
22121131	45	42
22121132	45	55
22121133	45	52
22121211	46	55
22121212	46	42
22121213	46	57
22121221	38	41
22121222	38	28
22121223	38	43
22121231	47	56
22121232	47	43
22121233	47	58
22121311	49	83
22121312	49	88
22121313	49	73
22121321	55	89
22121322	55	94
22121323	55	79
22121331	48	74
22121332	48	79
22121333	48	64
22122111	42	47
22122112	42	60
22122113	42	57
22122121	52	61
22122122	52	74
22122123	52	71
22122131	47	56
22122132	47	69
22122133	47	66
22122211	24	41
22122212	24	28
22122213	24	43
22122221	16	27
22122222	16	14
22122223	16	29
22122231	25	42
22122232	25	29
22122233	25	44
22122311	41	89
22122312	41	94
22122313	41	79
22122321	47	95
22122322	47	100
22122323	47	85
22122331	40	80
22122332	40	85
22122333	40	70
22123111	52	41
22123112	52	54
22123113	52	51
22123121	62	55
22123122	62	68
22123123	62	65
22123131	57	50
22123132	57	63
22123133	57	60
22123211	50	55
22123212	50	42
22123213	50	57
22123221	42	41
22123222	42	28
22123223	42	43
22123231	51	56
22123232	51	43
22123233	51	58
22123311	47	75
22123312	47	80
22123313	47	65
22123321	53	81
22123322	53	86
22123323	53	71
22123331	46	66
22123332	46	71
22123333	46	56
22131111	32	30
22131112	32	43
22131113	32	40
22131121	42	44
22131122	42	57
22131123	42	54
22131131	37	39
22131132	37	52
22131133	37	49
22131211	49	68
22131212	49	55
22131213	49	70
22131221	41	54
22131222	41	41
22131223	41	56
22131231	50	69
22131232	50	56
22131233	50	71
22131311	42	70
22131312	42	75
22131313	42	60
22131321	48	76
22131322	48	81
22131323	48	66
22131331	41	61
22131332	41	66
22131333	41	51
22132111	56	44
22132112	56	57
22132113	56	54
22132121	66	58
22132122	66	71
22132123	66	68
22132131	61	53
22132132	61	66
22132133	61	63
22132211	49	54
22132212	49	41
22132213	49	56
22132221	41	40
22132222	41	27
22132223	41	42
22132231	50	55
22132232	50	42
22132233	50	57
22132311	56	76
22132312	56	81
22132313	56	66
22132321	62	82
22132322	62	87
22132323	62	72
22132331	55	67
22132332	55	72
22132333	55	57
22133111	39	38
22133112	39	51
22133113	39	48
22133121	49	52
22133122	49	65
22133123	49	62
22133131	44	47
22133132	44	60
22133133	44	57
22133211	48	68
22133212	48	55
22133213	48	70
22133221	40	54
22133222	40	41
22133223	40	56
22133231	49	69
22133232	49	56
22133233	49	71
22133311	35	62
22133312	35	67
22133313	35	52
22133321	41	68
22133322	41	73
22133323	41	58
22133331	34	53
22133332	34	58
22133333	34	43
22211111	31	34
22211112	31	47
22211113	31	44
22211121	37	48
22211122	37	61
22211123	37	58
22211131	34	43
22211132	34	56
22211133	34	53
22211211	41	54
22211212	41	41
22211213	41	56
22211221	29	40
22211222	29	27
22211223	29	42
22211231	40	55
22211232	40	42
22211233	40	57
22211311	41	86
22211312	41	91
22211313	41	76
22211321	43	92
22211322	43	97
22211323	43	82
22211331	38	77
22211332	38	82
22211333	38	67
22212111	57	48
22212112	57	61
22212113	57	58
22212121	63	62
22212122	63	75
22212123	63	72
22212131	60	57
22212132	60	70
22212133	60	67
22212211	43	40
22212212	43	27
22212213	43	42
22212221	31	26
22212222	31	13
22212223	31	28
22212231	42	41
22212232	42	28
22212233	42	43
22212311	57	92
22212312	57	97
22212313	57	82
22212321	59	98
22212322	59	102
22212323	59	88
22212331	54	83
22212332	54	88
22212333	54	73
22213111	44	42
22213112	44	55
22213113	44	52
22213121	50	56
22213122	50	69
22213123	50	66
22213131	47	51
22213132	47	64
22213133	47	61
22213211	46	54
22213212	46	41
22213213	46	56
22213221	34	40
22213222	34	27
22213223	34	42
22213231	45	55
22213232	45	42
22213233	45	57
22213311	40	78
22213312	40	83
22213313	40	68
22213321	42	84
22213322	42	89
22213323	42	74
22213331	37	69
22213332	37	74
22213333	37	59
22221111	40	47
22221112	40	60
22221113	40	57
22221121	46	61
22221122	46	74
22221123	46	71
22221131	43	56
22221132	43	69
22221133	43	66
22221211	34	41
22221212	34	28
22221213	34	43
22221221	22	27
22221222	22	14
22221223	22	29
22221231	33	42
22221232	33	29
22221233	33	44
22221311	43	89
22221312	43	94
22221313	43	79
22221321	45	95
22221322	45	100
22221323	45	85
22221331	40	80
22221332	40	85
22221333	40	70
22222111	42	61
22222112	42	74
22222113	42	71
22222121	48	75
22222122	48	88
22222123	48	85
22222131	45	70
22222132	45	83
22222133	45	80
22222211	12	27
22222212	12	14
22222213	12	29
22222221	0	13
22222222	0	0
22222223	0	15
22222231	11	28
22222232	11	15
22222233	11	30
22222311	35	95
22222312	35	100
22222313	35	85
22222321	37	101
22222322	37	89
22222323	37	91
22222331	32	86
22222332	32	91
22222333	32	76
22223111	52	55
22223112	52	68
22223113	52	65
22223121	58	69
22223122	58	82
22223123	58	79
22223131	55	64
22223132	55	77
22223133	55	74
22223211	38	41
22223212	38	28
22223213	38	43
22223221	26	27
22223222	26	14
22223223	26	29
22223231	37	42
22223232	37	29
22223233	37	44
22223311	41	81
22223312	41	86
22223313	41	71
22223321	43	87
22223322	43	92
22223323	43	77
22223331	38	72
22223332	38	77
22223333	38	62
22231111	36	44
22231112	36	57
22231113	36	54
22231121	42	58
22231122	42	71
22231123	42	68
22231131	39	53
22231132	39	66
22231133	39	63
22231211	41	54
22231212	41	41
22231213	41	56
22231221	29	40
22231222	29	27
22231223	29	42
22231231	40	55
22231232	40	42
22231233	40	57
22231311	40	76
22231312	40	81
22231313	40	66
22231321	42	82
22231322	42	87
22231323	42	72
22231331	37	67
22231332	37	72
22231333	37	57
22232111	60	58
22232112	60	71
22232113	60	68
22232121	66	72
22232122	66	85
22232123	66	82
22232131	63	67
22232132	63	80
22232133	63	77
22232211	41	40
22232212	41	27
22232213	41	42
22232221	29	26
22232222	29	13
22232223	29	28
22232231	40	41
22232232	40	28
22232233	40	43
22232311	54	82
22232312	54	87
22232313	54	72
22232321	56	88
22232322	56	93
22232323	56	78
22232331	51	73
22232332	51	78
22232333	51	63
22233111	43	52
22233112	43	65
22233113	43	62
22233121	49	66
22233122	49	79
22233123	49	76
22233131	46	61
22233132	46	74
22233133	46	71
22233211	40	54
22233212	40	41
22233213	40	56
22233221	28	40
22233222	28	27
22233223	28	42
22233231	39	55
22233232	39	42
22233233	39	57
22233311	33	68
22233312	33	73
22233313	33	58
22233321	35	74
22233322	35	79
22233323	35	64
22233331	30	59
22233332	30	64
22233333	30	49
22311111	31	28
22311112	31	41
22311113	31	38
22311121	39	42
22311122	39	55
22311123	39	52
22311131	32	37
22311132	32	50
22311133	32	47
22311211	47	68
22311212	47	55
22311213	47	70
22311221	37	54
22311222	37	41
22311223	37	56
22311231	44	69
22311232	44	56
22311233	44	71
22311311	39	72
22311312	39	77
22311313	39	62
22311321	43	78
22311322	43	83
22311323	43	68
22311331	34	63
22311332	34	68
22311333	34	53
22312111	57	42
22312112	57	55
22312113	57	52
22312121	65	56
22312122	65	69
22312123	65	66
22312131	58	51
22312132	58	64
22312133	58	61
22312211	49	54
22312212	49	41
22312213	49	56
22312221	39	40
22312222	39	27
22312223	39	42
22312231	46	55
22312232	46	42
22312233	46	57
22312311	55	78
22312312	55	83
22312313	55	68
22312321	59	84
22312322	59	89
22312323	59	74
22312331	50	69
22312332	50	74
22312333	50	59
22313111	44	36
22313112	44	49
22313113	44	46
22313121	52	50
22313122	52	63
22313123	52	60
22313131	45	45
22313132	45	58
22313133	45	55
22313211	52	68
22313212	52	55
22313213	52	70
22313221	42	54
22313222	42	41
22313223	42	56
22313231	49	69
22313232	49	56
22313233	49	71
22313311	38	64
22313312	38	69
22313313	38	54
22313321	42	70
22313322	42	75
22313323	42	60
22313331	33	55
22313332	33	60
22313333	33	45
22321111	44	41
22321112	44	54
22321113	44	51
22321121	52	55
22321122	52	68
22321123	52	65
22321131	45	50
22321132	45	63
22321133	45	60
22321211	44	55
22321212	44	42
22321213	44	57
