# chimera	E	m
13212312	78	70
13212313	78	83
13212321	76	70
13212322	76	55
13212323	76	68
13212331	76	84
13212332	76	69
13212333	76	82
13213111	63	71
13213112	63	74
13213113	63	61
13213121	61	76
13213122	61	79
13213123	61	66
13213131	65	62
13213132	65	65
13213133	65	52
13213211	76	79
13213212	76	82
13213213	76	69
13213221	72	84
13213222	72	87
13213223	72	74
13213231	78	70
13213232	78	73
13213233	78	60
13213311	63	64
13213312	63	67
13213313	63	54
13213321	61	69
13213322	61	72
13213323	61	59
13213331	61	55
13213332	61	58
13213333	61	45
13221111	55	39
13221112	55	54
13221113	55	49
13221121	53	54
13221122	53	69
13221123	53	64
13221131	57	48
13221132	57	63
13221133	57	58
13221211	66	51
13221212	66	66
13221213	66	61
13221221	62	66
13221222	62	81
13221223	62	76
13221231	68	60
13221232	68	75
13221233	68	70
13221311	61	46
13221312	61	61
13221313	61	56
13221321	59	61
13221322	59	76
13221323	59	71
13221331	59	55
13221332	59	70
13221333	59	65
13222111	57	67
13222112	57	52
13222113	57	65
13222121	55	52
13222122	55	37
13222123	55	50
13222131	59	66
13222132	59	51
13222133	59	64
13222211	42	55
13222212	42	40
13222213	42	53
13222221	38	40
13222222	38	25
13222223	38	38
13222231	44	54
13222232	44	39
13222233	44	52
13222311	65	70
13222312	65	55
13222313	65	68
13222321	63	55
13222322	63	40
13222323	63	53
13222331	63	69
13222332	63	54
13222333	63	67
13223111	69	71
13223112	69	74
13223113	69	61
13223121	67	76
13223122	67	79
13223123	67	66
13223131	71	62
13223132	71	65
13223133	71	52
13223211	80	79
13223212	80	82
13223213	80	69
13223221	76	84
13223222	76	87
13223223	76	74
13223231	82	70
13223232	82	73
13223233	82	60
13223311	69	64
13223312	69	67
13223313	69	54
13223321	67	69
13223322	67	72
13223323	67	59
13223331	67	55
13223332	67	58
13223333	67	45
13231111	55	39
13231112	55	54
13231113	55	49
13231121	53	54
13231122	53	69
13231123	53	64
13231131	57	48
13231132	57	63
13231133	57	58
13231211	68	51
13231212	68	66
13231213	68	61
13231221	64	66
13231222	64	81
13231223	64	76
13231231	70	60
13231232	70	75
13231233	70	70
13231311	61	46
13231312	61	61
13231313	61	56
13231321	59	61
13231322	59	76
13231323	59	71
13231331	59	55
13231332	59	70
13231333	59	65
13232111	76	82
13232112	76	67
13232113	76	80
13232121	74	67
13232122	74	52
13232123	74	65
13232131	78	81
13232132	78	66
13232133	78	79
13232211	63	70
13232212	63	55
13232213	63	68
13232221	59	55
13232222	59	40
13232223	59	53
13232231	65	69
13232232	65	54
13232233	65	67
13232311	84	85
13232312	84	70
13232313	84	83
13232321	82	70
13232322	82	55
13232323	82	68
13232331	82	84
13232332	82	69
13232333	82	82
13233111	53	56
13233112	53	59
13233113	53	46
13233121	51	61
13233122	51	64
13233123	51	51
13233131	55	47
13233132	55	50
13233133	55	37
13233211	66	64
13233212	66	67
13233213	66	54
13233221	62	69
13233222	62	72
13233223	62	59
13233231	68	55
13233232	68	58
13233233	68	45
13233311	53	49
13233312	53	52
13233313	53	39
13233321	51	54
13233322	51	57
13233323	51	44
13233331	51	40
13233332	51	43
13233333	51	30
13311111	19	14
13311112	19	29
13311113	19	24
13311121	20	29
13311122	20	44
13311123	20	39
13311131	18	23
13311132	18	38
13311133	18	33
13311211	52	26
13311212	52	41
13311213	52	36
13311221	51	41
13311222	51	56
13311223	51	51
13311231	51	35
13311232	51	50
13311233	51	45
13311311	20	21
13311312	20	36
13311313	20	31
13311321	21	36
13311322	21	51
13311323	21	46
13311331	15	30
13311332	15	45
13311333	15	40
13312111	58	97
13312112	58	82
13312113	58	95
13312121	59	82
13312122	59	67
13312123	59	80
13312131	57	96
13312132	57	81
13312133	57	94
13312211	65	85
13312212	65	70
13312213	65	83
13312221	64	70
13312222	64	55
13312223	64	68
13312231	64	84
13312232	64	69
13312233	64	82
13312311	61	100
13312312	61	85
13312313	61	98
13312321	62	85
13312322	62	70
13312323	62	83
13312331	56	99
13312332	56	84
13312333	56	97
13313111	36	56
13313112	36	59
13313113	36	46
13313121	37	61
13313122	37	64
13313123	37	51
13313131	35	47
13313132	35	50
13313133	35	37
13313211	69	64
13313212	69	67
13313213	69	54
13313221	68	69
13313222	68	72
13313223	68	59
13313231	68	55
13313232	68	58
13313233	68	45
13313311	31	49
13313312	31	52
13313313	31	39
13313321	32	54
13313322	32	57
13313323	32	44
13313331	26	40
13313332	26	43
13313333	26	30
13321111	36	29
13321112	36	44
13321113	36	39
13321121	37	44
13321122	37	59
13321123	37	54
13321131	35	38
13321132	35	53
13321133	35	48
13321211	67	41
13321212	67	56
13321213	67	51
13321221	66	56
13321222	66	71
13321223	66	66
13321231	66	50
13321232	66	65
13321233	66	60
13321311	37	36
13321312	37	51
13321313	37	46
13321321	38	51
13321322	38	66
13321323	38	61
13321331	32	45
13321332	32	60
13321333	32	55
13322111	50	82
13322112	50	67
13322113	50	80
13322121	51	67
13322122	51	52
13322123	51	65
13322131	49	81
13322132	49	66
13322133	49	79
13322211	55	70
13322212	55	55
13322213	55	68
13322221	54	55
13322222	54	40
13322223	54	53
13322231	54	69
13322232	54	54
13322233	54	67
13322311	53	85
13322312	53	70
13322313	53	83
13322321	54	70
13322322	54	55
13322323	54	68
13322331	48	84
13322332	48	69
13322333	48	82
13323111	47	56
13323112	47	59
13323113	47	46
13323121	48	61
13323122	48	64
13323123	48	51
13323131	46	47
13323132	46	50
13323133	46	37
13323211	78	64
13323212	78	67
13323213	78	54
13323221	77	69
13323222	77	72
13323223	77	59
13323231	77	55
13323232	77	58
13323233	77	45
13323311	42	49
13323312	42	52
13323313	42	39
13323321	43	54
13323322	43	57
13323323	43	44
13323331	37	40
13323332	37	43
13323333	37	30
13331111	29	29
13331112	29	44
13331113	29	39
13331121	30	44
13331122	30	59
13331123	30	54
13331131	28	38
13331132	28	53
13331133	28	48
13331211	62	41
13331212	62	56
13331213	62	51
13331221	61	56
13331222	61	71
13331223	61	66
13331231	61	50
13331232	61	65
13331233	61	60
13331311	30	36
13331312	30	51
13331313	30	46
13331321	31	51
13331322	31	66
13331323	31	61
13331331	25	45
13331332	25	60
13331333	25	55
13332111	62	97
13332112	62	82
13332113	62	95
13332121	63	82
13332122	63	67
13332123	63	80
13332131	61	96
13332132	61	81
13332133	61	94
13332211	69	85
13332212	69	70
13332213	69	83
13332221	68	70
13332222	68	55
13332223	68	68
13332231	68	84
13332232	68	69
13332233	68	82
13332311	65	100
13332312	65	85
13332313	65	98
13332321	66	85
13332322	66	70
13332323	66	83
13332331	60	99
13332332	60	84
13332333	60	97
13333111	24	41
13333112	24	44
13333113	24	31
13333121	25	46
13333122	25	49
13333123	25	36
13333131	23	32
13333132	23	35
13333133	23	22
13333211	57	49
13333212	57	52
13333213	57	39
13333221	56	54
13333222	56	57
13333223	56	44
13333231	56	40
13333232	56	43
13333233	56	30
13333311	19	34
13333312	19	37
13333313	19	24
13333321	20	39
13333322	20	42
13333323	20	29
13333331	14	25
13333332	14	28
13333333	14	15
21111111	11	14
21111112	11	29
21111113	11	24
21111121	15	29
21111122	15	44
21111123	15	39
21111131	16	23
21111132	16	38
21111133	16	33
21111211	47	26
21111212	47	41
21111213	47	36
21111221	49	41
21111222	49	56
21111223	49	51
21111231	52	35
21111232	52	50
21111233	52	45
21111311	20	21
21111312	20	36
21111313	20	31
21111321	24	36
21111322	24	51
21111323	24	46
21111331	21	30
21111332	21	45
21111333	21	40
21112111	39	86
21112112	39	71
21112113	39	84
21112121	43	71
21112122	43	56
21112123	43	69
21112131	44	85
21112132	44	70
21112133	44	83
21112211	49	74
21112212	49	59
21112213	49	72
21112221	51	59
21112222	51	44
21112223	51	57
21112231	54	73
21112232	54	58
21112233	54	71
21112311	50	89
21112312	50	74
21112313	50	87
21112321	54	74
21112322	54	59
21112323	54	72
21112331	51	88
21112332	51	73
21112333	51	86
21113111	22	57
21113112	22	60
21113113	22	47
21113121	26	62
21113122	26	65
21113123	26	52
21113131	27	48
21113132	27	51
21113133	27	38
21113211	58	65
21113212	58	68
21113213	58	55
21113221	60	70
21113222	60	73
21113223	60	60
21113231	63	56
21113232	63	59
21113233	63	46
21113311	25	50
21113312	25	53
21113313	25	40
21113321	29	55
21113322	29	58
21113323	29	45
21113331	26	41
21113332	26	44
21113333	26	31
21121111	28	29
21121112	28	44
21121113	28	39
21121121	32	44
21121122	32	59
21121123	32	54
21121131	33	38
21121132	33	53
21121133	33	48
21121211	62	41
21121212	62	56
21121213	62	51
21121221	64	56
21121222	64	71
21121223	64	66
21121231	67	50
21121232	67	65
21121233	67	60
21121311	37	36
21121312	37	51
21121313	37	46
21121321	41	51
21121322	41	66
21121323	41	61
21121331	38	45
21121332	38	60
21121333	38	55
21122111	31	71
21122112	31	56
21122113	31	69
21122121	35	56
21122122	35	41
21122123	35	54
21122131	36	70
21122132	36	55
21122133	36	68
21122211	39	59
21122212	39	44
21122213	39	57
21122221	41	44
21122222	41	29
21122223	41	42
21122231	44	58
21122232	44	43
21122233	44	56
21122311	42	74
21122312	42	59
21122313	42	72
21122321	46	59
21122322	46	44
21122323	46	57
21122331	43	73
21122332	43	58
21122333	43	71
21123111	33	57
21123112	33	60
21123113	33	47
21123121	37	62
21123122	37	65
21123123	37	52
21123131	38	48
21123132	38	51
21123133	38	38
21123211	67	65
21123212	67	68
21123213	67	55
21123221	69	70
21123222	69	73
21123223	69	60
21123231	72	56
21123232	72	59
21123233	72	46
21123311	36	50
21123312	36	53
21123313	36	40
21123321	40	55
21123322	40	58
21123323	40	45
21123331	37	41
21123332	37	44
21123333	37	31
21131111	27	29
21131112	27	44
21131113	27	39
21131121	31	44
21131122	31	59
21131123	31	54
21131131	32	38
21131132	32	53
21131133	32	48
21131211	63	41
21131212	63	56
21131213	63	51
21131221	65	56
21131222	65	71
21131223	65	66
21131231	68	50
21131232	68	65
21131233	68	60
21131311	36	36
21131312	36	51
21131313	36	46
21131321	40	51
21131322	40	66
21131323	40	61
21131331	37	45
21131332	37	60
21131333	37	55
21132111	49	86
21132112	49	71
21132113	49	84
21132121	53	71
21132122	53	56
21132123	53	69
21132131	54	85
21132132	54	70
21132133	54	83
21132211	59	74
21132212	59	59
21132213	59	72
21132221	61	59
21132222	61	44
21132223	61	57
21132231	64	73
21132232	64	58
21132233	64	71
21132311	60	89
21132312	60	74
21132313	60	87
21132321	64	74
21132322	64	59
21132323	64	72
21132331	61	88
21132332	61	73
21132333	61	86
21133111	16	42
21133112	16	45
21133113	16	32
21133121	20	47
21133122	20	50
21133123	20	37
21133131	21	33
21133132	21	36
21133133	21	23
21133211	52	50
21133212	52	53
21133213	52	40
21133221	54	55
21133222	54	58
21133223	54	45
21133231	57	41
21133232	57	44
21133233	57	31
21133311	19	35
21133312	19	38
21133313	19	25
21133321	23	40
21133322	23	43
21133323	23	30
21133331	20	26
21133332	20	29
21133333	20	16
21211111	45	29
21211112	45	44
21211113	45	39
21211121	43	44
21211122	43	59
21211123	43	54
21211131	47	38
21211132	47	53
21211133	47	48
21211211	61	41
21211212	61	56
21211213	61	51
21211221	57	56
21211222	57	71
21211223	57	66
21211231	63	50
21211232	63	65
21211233	63	60
21211311	55	36
21211312	55	51
21211313	55	46
21211321	53	51
21211322	53	66
21211323	53	61
21211331	53	45
21211332	53	60
21211333	53	55
21212111	59	71
21212112	59	56
21212113	59	69
21212121	57	56
21212122	57	41
21212123	57	54
21212131	61	70
21212132	61	55
21212133	61	68
21212211	49	59
21212212	49	44
21212213	49	57
21212221	45	44
21212222	45	29
21212223	45	42
21212231	51	58
21212232	51	43
21212233	51	56
21212311	71	74
21212312	71	59
21212313	71	72
21212321	69	59
21212322	69	44
21212323	69	57
21212331	69	73
21212332	69	58
21212333	69	71
21213111	55	67
21213112	55	70
21213113	55	57
21213121	53	72
21213122	53	75
21213123	53	62
21213131	57	58
21213132	57	61
21213133	57	48
21213211	71	75
21213212	71	78
21213213	71	65
21213221	67	80
21213222	67	83
21213223	67	70
21213231	73	66
21213232	73	69
21213233	73	56
21213311	59	60
21213312	59	63
21213313	59	50
21213321	57	65
21213322	57	68
21213323	57	55
21213331	57	51
21213332	57	54
21213333	57	41
21221111	55	44
21221112	55	59
21221113	55	54
21221121	53	59
21221122	53	74
21221123	53	69
21221131	57	53
21221132	57	68
21221133	57	63
21221211	69	56
21221212	69	71
21221213	69	66
21221221	65	71
21221222	65	86
21221223	65	81
21221231	71	65
21221232	71	80
21221233	71	75
21221311	65	51
21221312	65	66
21221313	65	61
21221321	63	66
21221322	63	81
21221323	63	76
21221331	63	60
21221332	63	75
21221333	63	70
21222111	44	56
21222112	44	41
21222113	44	54
21222121	42	41
21222122	42	26
21222123	42	39
21222131	46	55
21222132	46	40
21222133	46	53
21222211	32	44
21222212	32	29
21222213	32	42
21222221	28	29
21222222	28	14
21222223	28	27
21222231	34	43
21222232	34	28
21222233	34	41
21222311	56	59
21222312	56	44
21222313	56	57
21222321	54	44
21222322	54	29
21222323	54	42
21222331	54	58
21222332	54	43
21222333	54	56
21223111	59	67
21223112	59	70
21223113	59	57
21223121	57	72
21223122	57	75
21223123	57	62
21223131	61	58
21223132	61	61
21223133	61	48
21223211	73	75
21223212	73	78
21223213	73	65
21223221	69	80
21223222	69	83
21223223	69	70
21223231	75	66
21223232	75	69
21223233	75	56
21223311	63	60
21223312	63	63
21223313	63	50
21223321	61	65
21223322	61	68
21223323	61	55
21223331	61	51
21223332	61	54
21223333	61	41
21231111	59	44
21231112	59	59
21231113	59	54
21231121	57	59
21231122	57	74
21231123	57	69
21231131	61	53
21231132	61	68
21231133	61	63
21231211	75	56
21231212	75	71
21231213	75	66
21231221	71	71
21231222	71	86
21231223	71	81
21231231	77	65
21231232	77	80
21231233	77	75
21231311	69	51
21231312	69	66
21231313	69	61
21231321	67	66
21231322	67	81
21231323	67	76
21231331	67	60
21231332	67	75
21231333	67	70
21232111	67	71
21232112	67	56
21232113	67	69
21232121	65	56
21232122	65	41
21232123	65	54
21232131	69	70
21232132	69	55
21232133	69	68
21232211	57	59
21232212	57	44
21232213	57	57
21232221	53	44
21232222	53	29
21232223	53	42
21232231	59	58
21232232	59	43
21232233	59	56
21232311	79	74
21232312	79	59
21232313	79	72
21232321	77	59
21232322	77	44
21232323	77	57
21232331	77	73
21232332	77	58
21232333	77	71
21233111	47	52
21233112	47	55
21233113	47	42
21233121	45	57
21233122	45	60
21233123	45	47
21233131	49	43
21233132	49	46
21233133	49	33
21233211	63	60
21233212	63	63
21233213	63	50
21233221	59	65
21233222	59	68
21233223	59	55
21233231	65	51
21233232	65	54
21233233	65	41
21233311	51	45
21233312	51	48
21233313	51	35
21233321	49	50
21233322	49	53
21233323	49	40
21233331	49	36
21233332	49	39
21233333	49	26
21311111	20	19
21311112	20	34
21311113	20	29
21311121	21	34
21311122	21	49
21311123	21	44
21311131	19	28
21311132	19	43
21311133	19	38
21311211	56	31
21311212	56	46
21311213	56	41
21311221	55	46
21311222	55	61
21311223	55	56
21311231	55	40
21311232	55	55
21311233	55	50
21311311	25	26
21311312	25	41
21311313	25	36
21311321	26	41
21311322	26	56
21311323	26	51
21311331	20	35
21311332	20	50
21311333	20	45
21312111	46	86
21312112	46	71
21312113	46	84
21312121	47	71
21312122	47	56
21312123	47	69
21312131	45	85
21312132	45	70
21312133	45	83
21312211	56	74
21312212	56	59
21312213	56	72
21312221	55	59
21312222	55	44
21312223	55	57
21312231	55	73
21312232	55	58
21312233	55	71
21312311	53	89
21312312	53	74
21312313	53	87
21312321	54	74
21312322	54	59
21312323	54	72
21312331	48	88
21312332	48	73
21312333	48	86
21313111	27	52
21313112	27	55
21313113	27	42
21313121	28	57
21313122	28	60
21313123	28	47
21313131	26	43
21313132	26	46
21313133	26	33
21313211	63	60
21313212	63	63
21313213	63	50
21313221	62	65
21313222	62	68
21313223	62	55
21313231	62	51
21313232	62	54
21313233	62	41
21313311	26	45
21313312	26	48
21313313	26	35
21313321	27	50
21313322	27	53
21313323	27	40
21313331	21	36
21313332	21	39
21313333	21	26
21321111	35	34
21321112	35	49
21321113	35	44
21321121	36	49
21321122	36	64
21321123	36	59
21321131	34	43
21321132	34	58
21321133	34	53
21321211	69	46
21321212	69	61
21321213	69	56
21321221	68	61
21321222	68	76
21321223	68	71
21321231	68	55
21321232	68	70
21321233	68	65
21321311	40	41
21321312	40	56
21321313	40	51
21321321	41	56
21321322	41	71
21321323	41	66
21321331	35	50
21321332	35	65
21321333	35	60
21322111	36	71
21322112	36	56
21322113	36	69
21322121	37	56
21322122	37	41
21322123	37	54
21322131	35	70
21322132	35	55
21322133	35	68
21322211	44	59
21322212	44	44
21322213	44	57
21322221	43	44
21322222	43	29
21322223	43	42
21322231	43	58
21322232	43	43
21322233	43	56
21322311	43	74
21322312	43	59
21322313	43	72
21322321	44	59
21322322	44	44
21322323	44	57
21322331	38	73
21322332	38	58
21322333	38	71
21323111	36	52
21323112	36	55
21323113	36	42
21323121	37	57
21323122	37	60
21323123	37	47
21323131	35	43
21323132	35	46
21323133	35	33
21323211	70	60
21323212	70	63
21323213	70	50
21323221	69	65
21323222	69	68
21323223	69	55
21323231	69	51
21323232	69	54
21323233	69	41
21323311	35	45
21323312	35	48
21323313	35	35
21323321	36	50
21323322	36	53
21323323	36	40
21323331	30	36
21323332	30	39
21323333	30	26
21331111	32	34
21331112	32	49
21331113	32	44
21331121	33	49
21331122	33	64
21331123	33	59
21331131	31	43
21331132	31	58
21331133	31	53
21331211	68	46
21331212	68	61
21331213	68	56
21331221	67	61
21331222	67	76
21331223	67	71
21331231	67	55
21331232	67	70
21331233	67	65
21331311	37	41
21331312	37	56
21331313	37	51
21331321	38	56
21331322	38	71
21331323	38	66
21331331	32	50
21331332	32	65
21331333	32	60
21332111	52	86
21332112	52	71
21332113	52	84
21332121	53	71
21332122	53	56
21332123	53	69
21332131	51	85
21332132	51	70
21332133	51	83
21332211	62	74
21332212	62	59
21332213	62	72
21332221	61	59
21332222	61	44
21332223	61	57
21332231	61	73
21332232	61	58
21332233	61	71
21332311	59	89
21332312	59	74
21332313	59	87
21332321	60	74
21332322	60	59
21332323	60	72
21332331	54	88
21332332	54	73
21332333	54	86
21333111	17	37
21333112	17	40
21333113	17	27
21333121	18	42
21333122	18	45
21333123	18	32
21333131	16	28
21333132	16	31
21333133	16	18
21333211	53	45
21333212	53	48
21333213	53	35
21333221	52	50
21333222	52	53
21333223	52	40
21333231	52	36
21333232	52	39
21333233	52	26
21333311	16	30
21333312	16	33
21333313	16	20
21333321	17	35
21333322	17	38
21333323	17	25
21333331	11	21
21333332	11	24
21333333	11	11
22111111	30	28
22111112	30	43
22111113	30	38
22111121	34	43
22111122	34	58
22111123	34	53
22111131	35	37
22111132	35	52
22111133	35	47
22111211	44	40
22111212	44	55
22111213	44	50
22111221	46	55
22111222	46	70
22111223	46	65
22111231	49	49
22111232	49	64
22111233	49	59
22111311	36	35
22111312	36	50
22111313	36	45
22111321	40	50
22111322	40	65
22111323	40	60
22111331	37	44
22111332	37	59
22111333	37	54
22112111	58	72
22112112	58	57
22112113	58	70
22112121	62	57
22112122	62	42
22112123	62	55
22112131	63	71
22112132	63	56
22112133	63	69
22112211	46	60
22112212	46	45
22112213	46	58
22112221	48	45
22112222	48	30
22112223	48	43
22112231	51	59
22112232	51	44
22112233	51	57
22112311	66	75
22112312	66	60
22112313	66	73
22112321	70	60
22112322	70	45
22112323	70	58
22112331	67	74
22112332	67	59
22112333	67	72
22113111	41	59
22113112	41	62
22113113	41	49
22113121	45	64
22113122	45	67
22113123	45	54
22113131	46	50
22113132	46	53
22113133	46	40
22113211	55	67
22113212	55	70
22113213	55	57
22113221	57	72
22113222	57	75
22113223	57	62
22113231	60	58
22113232	60	61
22113233	60	48
22113311	41	52
22113312	41	55
22113313	41	42
22113321	45	57
22113322	45	60
22113323	45	47
22113331	42	43
22113332	42	46
22113333	42	33
22121111	41	43
22121112	41	58
22121113	41	53
22121121	45	58
22121122	45	73
22121123	45	68
22121131	46	52
22121132	46	67
22121133	46	62
22121211	53	55
22121212	53	70
22121213	53	65
22121221	55	70
22121222	55	85
22121223	55	80
22121231	58	64
22121232	58	79
22121233	58	74
22121311	47	50
22121312	47	65
22121313	47	60
22121321	51	65
22121322	51	80
22121323	51	75
22121331	48	59
22121332	48	74
22121333	48	69
22122111	44	57
22122112	44	42
22122113	44	55
22122121	48	42
22122122	48	27
22122123	48	40
22122131	49	56
22122132	49	41
22122133	49	54
22122211	30	45
22122212	30	30
22122213	30	43
22122221	32	30
22122222	32	15
22122223	32	28
22122231	35	44
22122232	35	29
22122233	35	42
22122311	52	60
22122312	52	45
22122313	52	58
22122321	56	45
22122322	56	30
22122323	56	43
22122331	53	59
22122332	53	44
22122333	53	57
22123111	46	59
22123112	46	62
22123113	46	49
22123121	50	64
22123122	50	67
22123123	50	54
22123131	51	50
22123132	51	53
22123133	51	40
22123211	58	67
22123212	58	70
22123213	58	57
22123221	60	72
22123222	60	75
22123223	60	62
22123231	63	58
22123232	63	61
22123233	63	48
22123311	46	52
22123312	46	55
22123313	46	42
22123321	50	57
22123322	50	60
22123323	50	47
22123331	47	43
22123332	47	46
22123333	47	33
22131111	42	43
22131112	42	58
22131113	42	53
22131121	46	58
22131122	46	73
22131123	46	68
22131131	47	52
22131132	47	67
22131133	47	62
22131211	56	55
22131212	56	70
22131213	56	65
22131221	58	70
22131222	58	85
22131223	58	80
22131231	61	64
22131232	61	79
22131233	61	74
22131311	48	50
22131312	48	65
22131313	48	60
22131321	52	65
22131322	52	80
22131323	52	75
22131331	49	59
22131332	49	74
22131333	49	69
22132111	64	72
22132112	64	57
22132113	64	70
22132121	68	57
22132122	68	42
22132123	68	55
22132131	69	71
22132132	69	56
22132133	69	69
22132211	52	60
22132212	52	45
22132213	52	58
22132221	54	45
22132222	54	30
22132223	54	43
22132231	57	59
22132232	57	44
22132233	57	57
22132311	72	75
22132312	72	60
22132313	72	73
22132321	76	60
22132322	76	45
22132323	76	58
22132331	73	74
22132332	73	59
22132333	73	72
22133111	31	44
22133112	31	47
22133113	31	34
22133121	35	49
22133122	35	52
22133123	35	39
22133131	36	35
22133132	36	38
22133133	36	25
22133211	45	52
22133212	45	55
22133213	45	42
22133221	47	57
22133222	47	60
22133223	47	47
22133231	50	43
22133232	50	46
22133233	50	33
22133311	31	37
22133312	31	40
22133313	31	27
22133321	35	42
22133322	35	45
22133323	35	32
22133331	32	28
22133332	32	31
22133333	32	18
22211111	45	43
22211112	45	58
22211113	45	53
22211121	43	58
22211122	43	73
22211123	43	68
22211131	47	52
22211132	47	67
22211133	47	62
22211211	39	55
22211212	39	70
22211213	39	65
22211221	35	70
22211222	35	85
22211223	35	80
22211231	41	64
22211232	41	79
22211233	41	74
22211311	52	50
22211312	52	65
22211313	52	60
22211321	50	65
22211322	50	80
22211323	50	75
22211331	50	59
22211332	50	74
22211333	50	69
22212111	59	57
22212112	59	42
22212113	59	55
22212121	57	42
22212122	57	27
22212123	57	40
22212131	61	56
22212132	61	41
22212133	61	54
22212211	27	45
22212212	27	30
22212213	27	43
22212221	23	30
22212222	23	15
22212223	23	28
22212231	29	44
22212232	29	29
22212233	29	42
22212311	68	60
22212312	68	45
22212313	68	58
22212321	66	45
22212322	66	30
22212323	66	43
22212331	66	59
22212332	66	44
22212333	66	57
22213111	55	69
22213112	55	72
22213113	55	59
22213121	53	74
22213122	53	77
22213123	53	64
22213131	57	60
22213132	57	63
22213133	57	50
22213211	49	77
22213212	49	80
22213213	49	67
22213221	45	82
22213222	45	85
22213223	45	72
22213231	51	68
22213232	51	71
22213233	51	58
22213311	56	62
22213312	56	65
22213313	56	52
22213321	54	67
22213322	54	70
22213323	54	57
22213331	54	53
22213332	54	56
22213333	54	43
22221111	49	58
22221112	49	73
22221113	49	68
22221121	47	73
22221122	47	88
22221123	47	83
22221131	51	67
22221132	51	82
22221133	51	77
22221211	41	70
22221212	41	85
22221213	41	80
22221221	37	85
22221222	37	95
22221223	37	95
22221231	43	79
22221232	43	94
22221233	43	89
22221311	56	65
22221312	56	80
22221313	56	75
22221321	54	80
22221322	54	95
22221323	54	90
22221331	54	74
22221332	54	89
22221333	54	84
22222111	38	42
22222112	38	27
22222113	38	40
22222121	36	27
22222122	36	12
22222123	36	25
22222131	40	41
22222132	40	26
22222133	40	39
22222211	4	30
22222212	4	15
22222213	4	28
22222221	0	15
22222222	0	0
22222223	0	13
22222231	6	29
22222232	6	14
22222233	6	27
22222311	47	45
22222312	47	30
22222313	47	43
22222321	45	30
22222322	45	15
22222323	45	28
22222331	45	44
22222332	45	29
22222333	45	42
22223111	53	69
22223112	53	72
22223113	53	59
22223121	51	74
22223122	51	77
22223123	51	64
22223131	55	60
22223132	55	63
22223133	55	50
22223211	45	77
22223212	45	80
22223213	45	67
22223221	41	82
22223222	41	85
22223223	41	72
22223231	47	68
22223232	47	71
22223233	47	58
22223311	54	62
22223312	54	65
22223313	54	52
22223321	52	67
22223322	52	70
22223323	52	57
22223331	52	53
22223332	52	56
22223333	52	43
22231111	55	58
22231112	55	73
22231113	55	68
22231121	53	73
22231122	53	88
22231123	53	83
22231131	57	67
22231132	57	82
22231133	57	77
22231211	49	70
22231212	49	85
22231213	49	80
22231221	45	85
22231222	45	100
22231223	45	95
22231231	51	79
22231232	51	94
22231233	51	89
22231311	62	65
22231312	62	80
22231313	62	75
22231321	60	80
22231322	60	95
22231323	60	90
22231331	60	74
22231332	60	89
22231333	60	84
22232111	63	57
22232112	63	42
22232113	63	55
22232121	61	42
22232122	61	27
22232123	61	40
22232131	65	56
22232132	65	41
22232133	65	54
22232211	31	45
22232212	31	30
22232213	31	43
22232221	27	30
22232222	27	15
22232223	27	28
22232231	33	44
22232232	33	29
22232233	33	42
22232311	72	60
22232312	72	45
22232313	72	58
22232321	70	45
22232322	70	30
22232323	70	43
22232331	70	59
22232332	70	44
22232333	70	57
22233111	43	54
22233112	43	57
22233113	43	44
22233121	41	59
22233122	41	62
22233123	41	49
22233131	45	45
22233132	45	48
22233133	45	35
22233211	37	62
22233212	37	65
22233213	37	52
22233221	33	67
22233222	33	70
22233223	33	57
22233231	39	53
22233232	39	56
22233233	39	43
22233311	44	47
22233312	44	50
22233313	44	37
22233321	42	52
22233322	42	55
22233323	42	42
22233331	42	38
22233332	42	41
22233333	42	28
22311111	39	33
22311112	39	48
22311113	39	43
22311121	40	48
22311122	40	63
22311123	40	58
22311131	38	42
22311132	38	57
22311133	38	52
22311211	53	45
22311212	53	60
22311213	53	55
22311221	52	60
22311222	52	75
22311223	52	70
22311231	52	54
22311232	52	69
22311233	52	64
22311311	41	40
22311312	41	55
22311313	41	50
22311321	42	55
22311322	42	70
22311323	42	65
22311331	36	49
22311332	36	64
22311333	36	59
22312111	65	72
22312112	65	57
22312113	65	70
22312121	66	57
22312122	66	42
22312123	66	55
22312131	64	71
22312132	64	56
22312133	64	69
22312211	53	60
22312212	53	45
22312213	53	58
22312221	52	45
22312222	52	30
22312223	52	43
22312231	52	59
22312232	52	44
22312233	52	57
22312311	69	75
22312312	69	60
22312313	69	73
22312321	70	60
22312322	70	45
22312323	70	58
22312331	64	74
22312332	64	59
22312333	64	72
22313111	46	54
22313112	46	57
22313113	46	44
22313121	47	59
22313122	47	62
22313123	47	49
22313131	45	45
22313132	45	48
22313133	45	35
22313211	60	62
22313212	60	65
22313213	60	52
22313221	59	67
22313222	59	70
22313223	59	57
22313231	59	53
22313232	59	56
22313233	59	43
22313311	42	47
22313312	42	50
22313313	42	37
22313321	43	52
22313322	43	55
22313323	43	42
22313331	37	38
22313332	37	41
22313333	37	28
22321111	48	48
22321112	48	63
22321113	48	58
22321121	49	63
22321122	49	78
22321123	49	73
22321131	47	57
22321132	47	72
22321133	47	67
22321211	60	60
22321212	60	75
22321213	60	70
