# chimera	E	m
13212312	49	66
13212313	49	79
13212321	49	67
13212322	49	57
13212323	49	70
13212331	49	81
13212332	49	71
13212333	49	84
13213111	64	86
13213112	64	84
13213113	64	71
13213121	64	85
13213122	64	83
13213123	64	70
13213131	64	71
13213132	64	69
13213133	64	56
13213211	66	89
13213212	66	87
13213213	66	74
13213221	66	88
13213222	66	86
13213223	66	73
13213231	66	74
13213232	66	72
13213233	66	59
13213311	61	74
13213312	61	72
13213313	61	59
13213321	61	73
13213322	61	71
13213323	61	58
13213331	61	59
13213332	61	57
13213333	61	44
13221111	43	32
13221112	43	42
13221113	43	47
13221121	43	41
13221122	43	51
13221123	43	56
13221131	43	47
13221132	43	57
13221133	43	62
13221211	44	39
13221212	44	49
13221213	44	54
13221221	44	48
13221222	44	58
13221223	44	63
13221231	44	54
13221232	44	64
13221233	44	69
13221311	50	44
13221312	50	54
13221313	50	59
13221321	50	53
13221322	50	63
13221323	50	68
13221331	50	59
13221332	50	69
13221333	50	74
13222111	44	56
13222112	44	46
13222113	44	59
13222121	44	47
13222122	44	37
13222123	44	50
13222131	44	61
13222132	44	51
13222133	44	64
13222211	45	49
13222212	45	39
13222213	45	52
13222221	45	40
13222222	45	30
13222223	45	43
13222231	45	54
13222232	45	44
13222233	45	57
13222311	51	64
13222312	51	54
13222313	51	67
13222321	51	55
13222322	51	45
13222323	51	58
13222331	51	69
13222332	51	59
13222333	51	72
13223111	69	86
13223112	69	84
13223113	69	71
13223121	69	85
13223122	69	83
13223123	69	70
13223131	69	71
13223132	69	69
13223133	69	56
13223211	71	89
13223212	71	87
13223213	71	74
13223221	71	88
13223222	71	86
13223223	71	73
13223231	71	74
13223232	71	72
13223233	71	59
13223311	66	74
13223312	66	72
13223313	66	59
13223321	66	73
13223322	66	71
13223323	66	58
13223331	66	59
13223332	66	57
13223333	66	44
13231111	46	33
13231112	46	43
13231113	46	48
13231121	46	42
13231122	46	52
13231123	46	57
13231131	46	48
13231132	46	58
13231133	46	63
13231211	47	40
13231212	47	50
13231213	47	55
13231221	47	49
13231222	47	59
13231223	47	64
13231231	47	55
13231232	47	65
13231233	47	70
13231311	53	45
13231312	53	55
13231313	53	60
13231321	53	54
13231322	53	64
13231323	53	69
13231331	53	60
13231332	53	70
13231333	53	75
13232111	51	69
13232112	51	59
13232113	51	72
13232121	51	60
13232122	51	50
13232123	51	63
13232131	51	74
13232132	51	64
13232133	51	77
13232211	52	62
13232212	52	52
13232213	52	65
13232221	52	53
13232222	52	43
13232223	52	56
13232231	52	67
13232232	52	57
13232233	52	70
13232311	58	77
13232312	58	67
13232313	58	80
13232321	58	68
13232322	58	58
13232323	58	71
13232331	58	82
13232332	58	72
13232333	58	85
13233111	64	73
13233112	64	71
13233113	64	58
13233121	64	72
13233122	64	70
13233123	64	57
13233131	64	58
13233132	64	56
13233133	64	43
13233211	66	76
13233212	66	74
13233213	66	61
13233221	66	75
13233222	66	73
13233223	66	60
13233231	66	61
13233232	66	59
13233233	66	46
13233311	61	61
13233312	61	59
13233313	61	46
13233321	61	60
13233322	61	58
13233323	61	45
13233331	61	46
13233332	61	44
13233333	61	31
13311111	36	28
13311112	36	38
13311113	36	43
13311121	36	37
13311122	36	47
13311123	36	52
13311131	36	43
13311132	36	53
13311133	36	58
13311211	40	35
13311212	40	45
13311213	40	50
13311221	40	44
13311222	40	54
13311223	40	59
13311231	40	50
13311232	40	60
13311233	40	65
13311311	35	40
13311312	35	50
13311313	35	55
13311321	35	49
13311322	35	59
13311323	35	64
13311331	35	55
13311332	35	65
13311333	35	70
13312111	49	82
13312112	49	72
13312113	49	85
13312121	49	73
13312122	49	63
13312123	49	76
13312131	49	87
13312132	49	77
13312133	49	90
13312211	53	75
13312212	53	65
13312213	53	78
13312221	53	66
13312222	53	56
13312223	53	69
13312231	53	80
13312232	53	70
13312233	53	83
13312311	48	90
13312312	48	80
13312313	48	93
13312321	48	81
13312322	48	71
13312323	48	84
13312331	48	95
13312332	48	85
13312333	48	98
13313111	45	72
13313112	45	70
13313113	45	57
13313121	45	71
13313122	45	69
13313123	45	56
13313131	45	57
13313132	45	55
13313133	45	42
13313211	50	75
13313212	50	73
13313213	50	60
13313221	50	74
13313222	50	72
13313223	50	59
13313231	50	60
13313232	50	58
13313233	50	45
13313311	34	60
13313312	34	58
13313313	34	45
13313321	34	59
13313322	34	57
13313323	34	44
13313331	34	45
13313332	34	43
13313333	34	30
13321111	57	40
13321112	57	50
13321113	57	55
13321121	57	49
13321122	57	59
13321123	57	64
13321131	57	55
13321132	57	65
13321133	57	70
13321211	61	47
13321212	61	57
13321213	61	62
13321221	61	56
13321222	61	66
13321223	61	71
13321231	61	62
13321232	61	72
13321233	61	77
13321311	56	52
13321312	56	62
13321313	56	67
13321321	56	61
13321322	56	71
13321323	56	76
13321331	56	67
13321332	56	77
13321333	56	82
13322111	58	70
13322112	58	60
13322113	58	73
13322121	58	61
13322122	58	51
13322123	58	64
13322131	58	75
13322132	58	65
13322133	58	78
13322211	62	63
13322212	62	53
13322213	62	66
13322221	62	54
13322222	62	44
13322223	62	57
13322231	62	68
13322232	62	58
13322233	62	71
13322311	57	78
13322312	57	68
13322313	57	81
13322321	57	69
13322322	57	59
13322323	57	72
13322331	57	83
13322332	57	73
13322333	57	86
13323111	57	72
13323112	57	70
13323113	57	57
13323121	57	71
13323122	57	69
13323123	57	56
13323131	57	57
13323132	57	55
13323133	57	42
13323211	62	75
13323212	62	73
13323213	62	60
13323221	62	74
13323222	62	72
13323223	62	59
13323231	62	60
13323232	62	58
13323233	62	45
13323311	46	60
13323312	46	58
13323313	46	45
13323321	46	59
13323322	46	57
13323323	46	44
13323331	46	45
13323332	46	43
13323333	46	30
13331111	50	41
13331112	50	51
13331113	50	56
13331121	50	50
13331122	50	60
13331123	50	65
13331131	50	56
13331132	50	66
13331133	50	71
13331211	54	48
13331212	54	58
13331213	54	63
13331221	54	57
13331222	54	67
13331223	54	72
13331231	54	63
13331232	54	73
13331233	54	78
13331311	49	53
13331312	49	63
13331313	49	68
13331321	49	62
13331322	49	72
13331323	49	77
13331331	49	68
13331332	49	78
13331333	49	83
13332111	55	83
13332112	55	73
13332113	55	86
13332121	55	74
13332122	55	64
13332123	55	77
13332131	55	88
13332132	55	78
13332133	55	91
13332211	59	76
13332212	59	66
13332213	59	79
13332221	59	67
13332222	59	57
13332223	59	70
13332231	59	81
13332232	59	71
13332233	59	84
13332311	54	91
13332312	54	81
13332313	54	94
13332321	54	82
13332322	54	72
13332323	54	85
13332331	54	96
13332332	54	86
13332333	54	99
13333111	42	59
13333112	42	57
13333113	42	44
13333121	42	58
13333122	42	56
13333123	42	43
13333131	42	44
13333132	42	42
13333133	42	29
13333211	47	62
13333212	47	60
13333213	47	47
13333221	47	61
13333222	47	59
13333223	47	46
13333231	47	47
13333232	47	45
13333233	47	32
13333311	31	47
13333312	31	45
13333313	31	32
13333321	31	46
13333322	31	44
13333323	31	31
13333331	31	32
13333332	31	30
13333333	31	17
21111111	22	18
21111112	22	28
21111113	22	33
21111121	22	27
21111122	22	37
21111123	22	42
21111131	22	33
21111132	22	43
21111133	22	48
21111211	23	25
21111212	23	35
21111213	23	40
21111221	23	34
21111222	23	44
21111223	23	49
21111231	23	40
21111232	23	50
21111233	23	55
21111311	33	30
21111312	33	40
21111313	33	45
21111321	33	39
21111322	33	49
21111323	33	54
21111331	33	45
21111332	33	55
21111333	33	60
21112111	20	52
21112112	20	42
21112113	20	55
21112121	20	43
21112122	20	33
21112123	20	46
21112131	20	57
21112132	20	47
21112133	20	60
21112211	21	45
21112212	21	35
21112213	21	48
21112221	21	36
21112222	21	26
21112223	21	39
21112231	21	50
21112232	21	40
21112233	21	53
21112311	31	60
21112312	31	50
21112313	31	63
21112321	31	51
21112322	31	41
21112323	31	54
21112331	31	65
21112332	31	55
21112333	31	68
21113111	44	87
21113112	44	85
21113113	44	72
21113121	44	86
21113122	44	84
21113123	44	71
21113131	44	72
21113132	44	70
21113133	44	57
21113211	46	90
21113212	46	88
21113213	46	75
21113221	46	89
21113222	46	87
21113223	46	74
21113231	46	75
21113232	46	73
21113233	46	60
21113311	45	75
21113312	45	73
21113313	45	60
21113321	45	74
21113322	45	72
21113323	45	59
21113331	45	60
21113332	45	58
21113333	45	45
21121111	22	30
21121112	22	40
21121113	22	45
21121121	22	39
21121122	22	49
21121123	22	54
21121131	22	45
21121132	22	55
21121133	22	60
21121211	23	37
21121212	23	47
21121213	23	52
21121221	23	46
21121222	23	56
21121223	23	61
21121231	23	52
21121232	23	62
21121233	23	67
21121311	33	42
21121312	33	52
21121313	33	57
21121321	33	51
21121322	33	61
21121323	33	66
21121331	33	57
21121332	33	67
21121333	33	72
21122111	8	40
21122112	8	30
21122113	8	43
21122121	8	31
21122122	8	21
21122123	8	34
21122131	8	45
21122132	8	35
21122133	8	48
21122211	9	33
21122212	9	23
21122213	9	36
21122221	9	24
21122222	9	14
21122223	9	27
21122231	9	38
21122232	9	28
21122233	9	41
21122311	19	48
21122312	19	38
21122313	19	51
21122321	19	39
21122322	19	29
21122323	19	42
21122331	19	53
21122332	19	43
21122333	19	56
21123111	35	87
21123112	35	85
21123113	35	72
21123121	35	86
21123122	35	84
21123123	35	71
21123131	35	72
21123132	35	70
21123133	35	57
21123211	37	90
21123212	37	88
21123213	37	75
21123221	37	89
21123222	37	87
21123223	37	74
21123231	37	75
21123232	37	73
21123233	37	60
21123311	36	75
21123312	36	73
21123313	36	60
21123321	36	74
21123322	36	72
21123323	36	59
21123331	36	60
21123332	36	58
21123333	36	45
21131111	28	31
21131112	28	41
21131113	28	46
21131121	28	40
21131122	28	50
21131123	28	55
21131131	28	46
21131132	28	56
21131133	28	61
21131211	29	38
21131212	29	48
21131213	29	53
21131221	29	47
21131222	29	57
21131223	29	62
21131231	29	53
21131232	29	63
21131233	29	68
21131311	39	43
21131312	39	53
21131313	39	58
21131321	39	52
21131322	39	62
21131323	39	67
21131331	39	58
21131332	39	68
21131333	39	73
21132111	18	53
21132112	18	43
21132113	18	56
21132121	18	44
21132122	18	34
21132123	18	47
21132131	18	58
21132132	18	48
21132133	18	61
21132211	19	46
21132212	19	36
21132213	19	49
21132221	19	37
21132222	19	27
21132223	19	40
21132231	19	51
21132232	19	41
21132233	19	54
21132311	29	61
21132312	29	51
21132313	29	64
21132321	29	52
21132322	29	42
21132323	29	55
21132331	29	66
21132332	29	56
21132333	29	69
21133111	33	74
21133112	33	72
21133113	33	59
21133121	33	73
21133122	33	71
21133123	33	58
21133131	33	59
21133132	33	57
21133133	33	44
21133211	35	77
21133212	35	75
21133213	35	62
21133221	35	76
21133222	35	74
21133223	35	61
21133231	35	62
21133232	35	60
21133233	35	47
21133311	34	62
21133312	34	60
21133313	34	47
21133321	34	61
21133322	34	59
21133323	34	46
21133331	34	47
21133332	34	45
21133333	34	32
21211111	33	24
21211112	33	34
21211113	33	39
21211121	33	33
21211122	33	43
21211123	33	48
21211131	33	39
21211132	33	49
21211133	33	54
21211211	34	31
21211212	34	41
21211213	34	46
21211221	34	40
21211222	34	50
21211223	34	55
21211231	34	46
21211232	34	56
21211233	34	61
21211311	44	36
21211312	44	46
21211313	44	51
21211321	44	45
21211322	44	55
21211323	44	60
21211331	44	51
21211332	44	61
21211333	44	66
21212111	29	46
21212112	29	36
21212113	29	49
21212121	29	37
21212122	29	27
21212123	29	40
21212131	29	51
21212132	29	41
21212133	29	54
21212211	30	39
21212212	30	29
21212213	30	42
21212221	30	30
21212222	30	20
21212223	30	33
21212231	30	44
21212232	30	34
21212233	30	47
21212311	40	54
21212312	40	44
21212313	40	57
21212321	40	45
21212322	40	35
21212323	40	48
21212331	40	59
21212332	40	49
21212333	40	62
21213111	53	87
21213112	53	85
21213113	53	72
21213121	53	86
21213122	53	84
21213123	53	71
21213131	53	72
21213132	53	70
21213133	53	57
21213211	55	90
21213212	55	88
21213213	55	75
21213221	55	89
21213222	55	87
21213223	55	74
21213231	55	75
21213232	55	73
21213233	55	60
21213311	54	75
21213312	54	73
21213313	54	60
21213321	54	74
21213322	54	72
21213323	54	59
21213331	54	60
21213332	54	58
21213333	54	45
21221111	19	36
21221112	19	46
21221113	19	51
21221121	19	45
21221122	19	55
21221123	19	60
21221131	19	51
21221132	19	61
21221133	19	66
21221211	20	43
21221212	20	53
21221213	20	58
21221221	20	52
21221222	20	62
21221223	20	67
21221231	20	58
21221232	20	68
21221233	20	73
21221311	30	48
21221312	30	58
21221313	30	63
21221321	30	57
21221322	30	67
21221323	30	72
21221331	30	63
21221332	30	73
21221333	30	78
21222111	3	34
21222112	3	24
21222113	3	37
21222121	3	25
21222122	3	15
21222123	3	28
21222131	3	39
21222132	3	29
21222133	3	42
21222211	4	27
21222212	4	17
21222213	4	30
21222221	4	18
21222222	4	8
21222223	4	21
21222231	4	32
21222232	4	22
21222233	4	35
21222311	14	42
21222312	14	32
21222313	14	45
21222321	14	33
21222322	14	23
21222323	14	36
21222331	14	47
21222332	14	37
21222333	14	50
21223111	30	87
21223112	30	85
21223113	30	72
21223121	30	86
21223122	30	84
21223123	30	71
21223131	30	72
21223132	30	70
21223133	30	57
21223211	32	90
21223212	32	88
21223213	32	75
21223221	32	89
21223222	32	87
21223223	32	74
21223231	32	75
21223232	32	73
21223233	32	60
21223311	31	75
21223312	31	73
21223313	31	60
21223321	31	74
21223322	31	72
21223323	31	59
21223331	31	60
21223332	31	58
21223333	31	45
21231111	32	37
21231112	32	47
21231113	32	52
21231121	32	46
21231122	32	56
21231123	32	61
21231131	32	52
21231132	32	62
21231133	32	67
21231211	33	44
21231212	33	54
21231213	33	59
21231221	33	53
21231222	33	63
21231223	33	68
21231231	33	59
21231232	33	69
21231233	33	74
21231311	43	49
21231312	43	59
21231313	43	64
21231321	43	58
21231322	43	68
21231323	43	73
21231331	43	64
21231332	43	74
21231333	43	79
21232111	20	47
21232112	20	37
21232113	20	50
21232121	20	38
21232122	20	28
21232123	20	41
21232131	20	52
21232132	20	42
21232133	20	55
21232211	21	40
21232212	21	30
21232213	21	43
21232221	21	31
21232222	21	21
21232223	21	34
21232231	21	45
21232232	21	35
21232233	21	48
21232311	31	55
21232312	31	45
21232313	31	58
21232321	31	46
21232322	31	36
21232323	31	49
21232331	31	60
21232332	31	50
21232333	31	63
21233111	35	74
21233112	35	72
21233113	35	59
21233121	35	73
21233122	35	71
21233123	35	58
21233131	35	59
21233132	35	57
21233133	35	44
21233211	37	77
21233212	37	75
21233213	37	62
21233221	37	76
21233222	37	74
21233223	37	61
21233231	37	62
21233232	37	60
21233233	37	47
21233311	36	62
21233312	36	60
21233313	36	47
21233321	36	61
21233322	36	59
21233323	36	46
21233331	36	47
21233332	36	45
21233333	36	32
21311111	53	32
21311112	53	42
21311113	53	47
21311121	53	41
21311122	53	51
21311123	53	56
21311131	53	47
21311132	53	57
21311133	53	62
21311211	57	39
21311212	57	49
21311213	57	54
21311221	57	48
21311222	57	58
21311223	57	63
21311231	57	54
21311232	57	64
21311233	57	69
21311311	56	44
21311312	56	54
21311313	56	59
21311321	56	53
21311322	56	63
21311323	56	68
21311331	56	59
21311332	56	69
21311333	56	74
21312111	49	60
21312112	49	50
21312113	49	63
21312121	49	51
21312122	49	41
21312123	49	54
21312131	49	65
21312132	49	55
21312133	49	68
21312211	53	53
21312212	53	43
21312213	53	56
21312221	53	44
21312222	53	34
21312223	53	47
21312231	53	58
21312232	53	48
21312233	53	61
21312311	52	68
21312312	52	58
21312313	52	71
21312321	52	59
21312322	52	49
21312323	52	62
21312331	52	73
21312332	52	63
21312333	52	76
21313111	47	73
21313112	47	71
21313113	47	58
21313121	47	72
21313122	47	70
21313123	47	57
21313131	47	58
21313132	47	56
21313133	47	43
21313211	52	76
21313212	52	74
21313213	52	61
21313221	52	75
21313222	52	73
21313223	52	60
21313231	52	61
21313232	52	59
21313233	52	46
21313311	40	61
21313312	40	59
21313313	40	46
21313321	40	60
21313322	40	58
21313323	40	45
21313331	40	46
21313332	40	44
21313333	40	31
21321111	46	44
21321112	46	54
21321113	46	59
21321121	46	53
21321122	46	63
21321123	46	68
21321131	46	59
21321132	46	69
21321133	46	74
21321211	50	51
21321212	50	61
21321213	50	66
21321221	50	60
21321222	50	70
21321223	50	75
21321231	50	66
21321232	50	76
21321233	50	81
21321311	49	56
21321312	49	66
21321313	49	71
21321321	49	65
21321322	49	75
21321323	49	80
21321331	49	71
21321332	49	81
21321333	49	86
21322111	30	48
21322112	30	38
21322113	30	51
21322121	30	39
21322122	30	29
21322123	30	42
21322131	30	53
21322132	30	43
21322133	30	56
21322211	34	41
21322212	34	31
21322213	34	44
21322221	34	32
21322222	34	22
21322223	34	35
21322231	34	46
21322232	34	36
21322233	34	49
21322311	33	56
21322312	33	46
21322313	33	59
21322321	33	47
21322322	33	37
21322323	33	50
21322331	33	61
21322332	33	51
21322333	33	64
21323111	31	73
21323112	31	71
21323113	31	58
21323121	31	72
21323122	31	70
21323123	31	57
21323131	31	58
21323132	31	56
21323133	31	43
21323211	36	76
21323212	36	74
21323213	36	61
21323221	36	75
21323222	36	73
21323223	36	60
21323231	36	61
21323232	36	59
21323233	36	46
21323311	24	61
21323312	24	59
21323313	24	46
21323321	24	60
21323322	24	58
21323323	24	45
21323331	24	46
21323332	24	44
21323333	24	31
21331111	49	45
21331112	49	55
21331113	49	60
21331121	49	54
21331122	49	64
21331123	49	69
21331131	49	60
21331132	49	70
21331133	49	75
21331211	53	52
21331212	53	62
21331213	53	67
21331221	53	61
21331222	53	71
21331223	53	76
21331231	53	67
21331232	53	77
21331233	53	82
21331311	52	57
21331312	52	67
21331313	52	72
21331321	52	66
21331322	52	76
21331323	52	81
21331331	52	72
21331332	52	82
21331333	52	87
21332111	37	61
21332112	37	51
21332113	37	64
21332121	37	52
21332122	37	42
21332123	37	55
21332131	37	66
21332132	37	56
21332133	37	69
21332211	41	54
21332212	41	44
21332213	41	57
21332221	41	45
21332222	41	35
21332223	41	48
21332231	41	59
21332232	41	49
21332233	41	62
21332311	40	69
21332312	40	59
21332313	40	72
21332321	40	60
21332322	40	50
21332323	40	63
21332331	40	74
21332332	40	64
21332333	40	77
21333111	26	60
21333112	26	58
21333113	26	45
21333121	26	59
21333122	26	57
21333123	26	44
21333131	26	45
21333132	26	43
21333133	26	30
21333211	31	63
21333212	31	61
21333213	31	48
21333221	31	62
21333222	31	60
21333223	31	47
21333231	31	48
21333232	31	46
21333233	31	33
21333311	19	48
21333312	19	46
21333313	19	33
21333321	19	47
21333322	19	45
21333323	19	32
21333331	19	33
21333332	19	31
21333333	19	18
22111111	27	26
22111112	27	36
22111113	27	41
22111121	27	35
22111122	27	45
22111123	27	50
22111131	27	41
22111132	27	51
22111133	27	56
22111211	26	33
22111212	26	43
22111213	26	48
22111221	26	42
22111222	26	52
22111223	26	57
22111231	26	48
22111232	26	58
22111233	26	63
22111311	38	38
22111312	38	48
22111313	38	53
22111321	38	47
22111322	38	57
22111323	38	62
22111331	38	53
22111332	38	63
22111333	38	68
22112111	25	44
22112112	25	34
22112113	25	47
22112121	25	35
22112122	25	25
22112123	25	38
22112131	25	49
22112132	25	39
22112133	25	52
22112211	24	37
22112212	24	27
22112213	24	40
22112221	24	28
22112222	24	18
22112223	24	31
22112231	24	42
22112232	24	32
22112233	24	45
22112311	36	52
22112312	36	42
22112313	36	55
22112321	36	43
22112322	36	33
22112323	36	46
22112331	36	57
22112332	36	47
22112333	36	60
22113111	49	85
22113112	49	83
22113113	49	70
22113121	49	84
22113122	49	82
22113123	49	69
22113131	49	70
22113132	49	68
22113133	49	55
22113211	49	88
22113212	49	86
22113213	49	73
22113221	49	87
22113222	49	85
22113223	49	72
22113231	49	73
22113232	49	71
22113233	49	58
22113311	50	73
22113312	50	71
22113313	50	58
22113321	50	72
22113322	50	70
22113323	50	57
22113331	50	58
22113332	50	56
22113333	50	43
22121111	27	38
22121112	27	48
22121113	27	53
22121121	27	47
22121122	27	57
22121123	27	62
22121131	27	53
22121132	27	63
22121133	27	68
22121211	26	45
22121212	26	55
22121213	26	60
22121221	26	54
22121222	26	64
22121223	26	69
22121231	26	60
22121232	26	70
22121233	26	75
22121311	38	50
22121312	38	60
22121313	38	65
22121321	38	59
22121322	38	69
22121323	38	74
22121331	38	65
22121332	38	75
22121333	38	80
22122111	13	32
22122112	13	22
22122113	13	35
22122121	13	23
22122122	13	13
22122123	13	26
22122131	13	37
22122132	13	27
22122133	13	40
22122211	12	25
22122212	12	15
22122213	12	28
22122221	12	16
22122222	12	6
22122223	12	19
22122231	12	30
22122232	12	20
22122233	12	33
22122311	24	40
22122312	24	30
22122313	24	43
22122321	24	31
22122322	24	21
22122323	24	34
22122331	24	45
22122332	24	35
22122333	24	48
22123111	40	85
22123112	40	83
22123113	40	70
22123121	40	84
22123122	40	82
22123123	40	69
22123131	40	70
22123132	40	68
22123133	40	55
22123211	40	88
22123212	40	86
22123213	40	73
22123221	40	87
22123222	40	85
22123223	40	72
22123231	40	73
22123232	40	71
22123233	40	58
22123311	41	73
22123312	41	71
22123313	41	58
22123321	41	72
22123322	41	70
22123323	41	57
22123331	41	58
22123332	41	56
22123333	41	43
22131111	33	39
22131112	33	49
22131113	33	54
22131121	33	48
22131122	33	58
22131123	33	63
22131131	33	54
22131132	33	64
22131133	33	69
22131211	32	46
22131212	32	56
22131213	32	61
22131221	32	55
22131222	32	65
22131223	32	70
22131231	32	61
22131232	32	71
22131233	32	76
22131311	44	51
22131312	44	61
22131313	44	66
22131321	44	60
22131322	44	70
22131323	44	75
22131331	44	66
22131332	44	76
22131333	44	81
22132111	23	45
22132112	23	35
22132113	23	48
22132121	23	36
22132122	23	26
22132123	23	39
22132131	23	50
22132132	23	40
22132133	23	53
22132211	22	38
22132212	22	28
22132213	22	41
22132221	22	29
22132222	22	19
22132223	22	32
22132231	22	43
22132232	22	33
22132233	22	46
22132311	34	53
22132312	34	43
22132313	34	56
22132321	34	44
22132322	34	34
22132323	34	47
22132331	34	58
22132332	34	48
22132333	34	61
22133111	38	72
22133112	38	70
22133113	38	57
22133121	38	71
22133122	38	69
22133123	38	56
22133131	38	57
22133132	38	55
22133133	38	42
22133211	38	75
22133212	38	73
22133213	38	60
22133221	38	74
22133222	38	72
22133223	38	59
22133231	38	60
22133232	38	58
22133233	38	45
22133311	39	60
22133312	39	58
22133313	39	45
22133321	39	59
22133322	39	57
22133323	39	44
22133331	39	45
22133332	39	43
22133333	39	30
22211111	31	32
22211112	31	42
22211113	31	47
22211121	31	41
22211122	31	51
22211123	31	56
22211131	31	47
22211132	31	57
22211133	31	62
22211211	30	39
22211212	30	49
22211213	30	54
22211221	30	48
22211222	30	58
22211223	30	63
22211231	30	54
22211232	30	64
22211233	30	69
22211311	42	44
22211312	42	54
22211313	42	59
22211321	42	53
22211322	42	63
22211323	42	68
22211331	42	59
22211332	42	69
22211333	42	74
22212111	27	38
22212112	27	28
22212113	27	41
22212121	27	29
22212122	27	19
22212123	27	32
22212131	27	43
22212132	27	33
22212133	27	46
22212211	26	31
22212212	26	21
22212213	26	34
22212221	26	22
22212222	26	12
22212223	26	25
22212231	26	36
22212232	26	26
22212233	26	39
22212311	38	46
22212312	38	36
22212313	38	49
22212321	38	37
22212322	38	27
22212323	38	40
22212331	38	51
22212332	38	41
22212333	38	54
22213111	51	85
22213112	51	83
22213113	51	70
22213121	51	84
22213122	51	82
22213123	51	69
22213131	51	70
22213132	51	68
22213133	51	55
22213211	51	88
22213212	51	86
22213213	51	73
22213221	51	87
22213222	51	85
22213223	51	72
22213231	51	73
22213232	51	71
22213233	51	58
22213311	52	73
22213312	52	71
22213313	52	58
22213321	52	72
22213322	52	70
22213323	52	57
22213331	52	58
22213332	52	56
22213333	52	43
22221111	17	44
22221112	17	54
22221113	17	59
22221121	17	53
22221122	17	63
22221123	17	68
22221131	17	59
22221132	17	69
22221133	17	74
22221211	16	51
22221212	16	61
22221213	16	66
22221221	16	60
22221222	16	70
22221223	16	75
22221231	16	66
22221232	16	76
22221233	16	81
22221311	28	56
22221312	28	66
22221313	28	71
22221321	28	65
22221322	28	75
22221323	28	80
22221331	28	71
22221332	28	81
22221333	28	86
22222111	1	26
22222112	1	16
22222113	1	29
22222121	1	17
22222122	1	7
22222123	1	20
22222131	1	31
22222132	1	21
22222133	1	34
22222211	0	19
22222212	0	9
22222213	0	22
22222221	0	10
22222222	0	0
22222223	0	13
22222231	0	24
22222232	0	14
22222233	0	27
22222311	12	34
22222312	12	24
22222313	12	37
22222321	12	25
22222322	12	15
22222323	12	28
22222331	12	39
22222332	12	29
22222333	12	42
22223111	28	85
22223112	28	83
22223113	28	70
22223121	28	84
22223122	28	82
22223123	28	69
22223131	28	70
22223132	28	68
22223133	28	55
22223211	28	88
22223212	28	86
22223213	28	73
22223221	28	87
22223222	28	85
22223223	28	72
22223231	28	73
22223232	28	71
22223233	28	58
22223311	29	73
22223312	29	71
22223313	29	58
22223321	29	72
22223322	29	70
22223323	29	57
22223331	29	58
22223332	29	56
22223333	29	43
22231111	30	45
22231112	30	55
22231113	30	60
22231121	30	54
22231122	30	64
22231123	30	69
22231131	30	60
22231132	30	70
22231133	30	75
22231211	29	52
22231212	29	62
22231213	29	67
22231221	29	61
22231222	29	71
22231223	29	76
22231231	29	67
22231232	29	77
22231233	29	82
22231311	41	57
22231312	41	67
22231313	41	72
22231321	41	66
22231322	41	76
22231323	41	81
22231331	41	72
22231332	41	82
22231333	41	87
22232111	18	39
22232112	18	29
22232113	18	42
22232121	18	30
22232122	18	20
22232123	18	33
22232131	18	44
22232132	18	34
22232133	18	47
22232211	17	32
22232212	17	22
22232213	17	35
22232221	17	23
22232222	17	13
22232223	17	26
22232231	17	37
22232232	17	27
22232233	17	40
22232311	29	47
22232312	29	37
22232313	29	50
22232321	29	38
22232322	29	28
22232323	29	41
22232331	29	52
22232332	29	42
22232333	29	55
22233111	33	72
22233112	33	70
22233113	33	57
22233121	33	71
22233122	33	69
22233123	33	56
22233131	33	57
22233132	33	55
22233133	33	42
22233211	33	75
22233212	33	73
22233213	33	60
22233221	33	74
22233222	33	72
22233223	33	59
22233231	33	60
22233232	33	58
22233233	33	45
22233311	34	60
22233312	34	58
22233313	34	45
22233321	34	59
22233322	34	57
22233323	34	44
22233331	34	45
22233332	34	43
22233333	34	30
22311111	54	40
22311112	54	50
22311113	54	55
22311121	54	49
22311122	54	59
22311123	54	64
22311131	54	55
22311132	54	65
22311133	54	70
22311211	56	47
22311212	56	57
22311213	56	62
22311221	56	56
22311222	56	66
22311223	56	71
22311231	56	62
22311232	56	72
22311233	56	77
22311311	57	52
22311312	57	62
22311313	57	67
22311321	57	61
22311322	57	71
22311323	57	76
22311331	57	67
22311332	57	77
22311333	57	82
22312111	50	52
22312112	50	42
22312113	50	55
22312121	50	43
22312122	50	33
22312123	50	46
22312131	50	57
22312132	50	47
22312133	50	60
22312211	52	45
22312212	52	35
22312213	52	48
22312221	52	36
22312222	52	26
22312223	52	39
22312231	52	50
22312232	52	40
22312233	52	53
22312311	53	60
22312312	53	50
22312313	53	63
22312321	53	51
22312322	53	41
22312323	53	54
22312331	53	65
22312332	53	55
22312333	53	68
22313111	48	71
22313112	48	69
22313113	48	56
22313121	48	70
22313122	48	68
22313123	48	55
22313131	48	56
22313132	48	54
22313133	48	41
22313211	51	74
22313212	51	72
22313213	51	59
22313221	51	73
22313222	51	71
22313223	51	58
22313231	51	59
22313232	51	57
22313233	51	44
22313311	41	59
22313312	41	57
22313313	41	44
22313321	41	58
22313322	41	56
22313323	41	43
22313331	41	44
22313332	41	42
22313333	41	29
22321111	47	52
22321112	47	62
22321113	47	67
22321121	47	61
22321122	47	71
22321123	47	76
22321131	47	67
22321132	47	77
22321133	47	82
22321211	49	59
22321212	49	69
22321213	49	74
